"","w1","w2","w3","N"
"1769","it","might","be",2
"1770","now","pperiod","and",2
"1771","pperiod","and","i'm",2
"1772","well","pperiod","eend",2
"1773","don't","need","to",2
"1774","friend","pperiod","eend",2
"1775","ccomma","really","qquestion",2
"1776","the","painted","lady",2
"1777","i","know","you've",2
"1778","know","you've","been",2
"1779","and","i","know",2
"1780","ccomma","what","you",2
"1781","and","i","will",2
"1782","help","you","pperiod",2
"1783","a","secret","ccomma",2
"1784","would","you","qquestion",2
"1785","can","do","this",2
"1786","ccomma","and","i'm",2
"1787","ddash","a","ddash",2
"1788","sword","qquestion","eend",2
"1789","master","pperiod","eend",2
"1790","sstart","master","ccomma",2
"1791","sokka","ccomma","and",2
"1792","sword","pperiod","eend",2
"1793","ccomma","actually","ccomma",2
"1794","sstart","and","i",2
"1795","ccomma","i","have",2
"1796","i","know","pperiod",2
"1797","don't","know","if",2
"1798","sstart","hm","ccomma",2
"1799","i","messed","up",2
"1800","for","me","to",2
"1801","ccomma","master","pperiod",2
"1802","you","pperiod","i'm",2
"1803","sstart","sstart","speaking",2
"1804","sstart","speaking","of",2
"1805","ccomma","so","i",2
"1806","ccomma","when","i",2
"1807","of","you","pperiod",2
"1808","pperiod","i","had",2
"1809","gonna","have","to",2
"1810","sstart","sstart","nah",2
"1811","sstart","nah","ccomma",2
"1812","pperiod","she's","always",2
"1813","got","to","be",2
"1814","katara","ccomma","she",2
"1815","pperiod","she","helped",2
"1816","been","the","one",2
"1817","they","might","be",2
"1818","it","pperiod","the",2
"1819","and","they","knew",2
"1820","a","friend","of",2
"1821","gonna","take","a",2
"1822","it","ccomma","toph",2
"1823","did","you","end",2
"1824","you","end","up",2
"1825","in","the","fire",2
"1826","hama","eexclamation","eend",2
"1827","ccomma","look","out",2
"1828","look","out","eexclamation",2
"1829","invasion","force","pperiod",2
"1830","force","pperiod","eend",2
"1831","dad","and","i",2
"1832","fire","lord","ccomma",2
"1833","evil","pperiod","eend",2
"1834","sstart","then","our",2
"1835","do","this","pperiod",2
"1836","sstart","were","you",2
"1837","were","you","able",2
"1838","you","able","to",2
"1839","uh","wait","ccomma",2
"1840","wait","ccomma","uh",2
"1841","a","kyoshi","warrior",2
"1842","invasion","plan","was",2
"1843","plan","was","my",2
"1844","my","dad","is",2
"1845","ccomma","i","just",2
"1846","sstart","dad","ccomma",2
"1847","about","to","start",2
"1848","a","secret","bunker",2
"1849","pperiod","it","looks",2
"1850","find","the","fire",2
"1851","to","be","fast",2
"1852","with","us","pperiod",2
"1853","sstart","where","is",2
"1854","suki","qquestion","eexclamation",2
"1855","no","pperiod","i",2
"1856","fight","pperiod","we",2
"1857","sstart","sstart","bye",2
"1858","dad","pperiod","we",2
"1859","the","way","to",2
"1860","pperiod","i","didn't",2
"1861","wants","you","to",2
"1862","to","trust","him",2
"1863","sstart","and","you",2
"1864","and","you","got",2
"1865","sstart","sstart","zuko's",2
"1866","our","prisoner","pperiod",2
"1867","jumping","into","a",2
"1868","into","a","volcano",2
"1869","a","volcano","qquestion",2
"1870","volcano","qquestion","eend",2
"1871","what","qquestion","why",2
"1872","me","feel","better",2
"1873","this","pperiod","the",2
"1874","hour","pperiod","eend",2
"1875","ccomma","it's","suki",2
"1876","suki","eexclamation","eend",2
"1877","sstart","you","mean",2
"1878","ccomma","good","pperiod",2
"1879","an","escape","plan",2
"1880","keep","the","cold",2
"1881","the","cold","in",2
"1882","say","that","pperiod",2
"1883","the","cooler","pperiod",2
"1884","minutes","ago","pperiod",2
"1885","know","pperiod","eend",2
"1886","sstart","dad","pperiod",2
"1887","i","just","got",2
"1888","to","my","dad",2
"1889","plan","together","pperiod",2
"1890","why","qquestion","eend",2
"1891","sstart","yeah","and",2
"1892","a","riot","pperiod",2
"1893","and","get","to",2
"1894","pperiod","take","the",2
"1895","sstart","what's","with",2
"1896","people","who","are",2
"1897","i","didn't","know",2
"1898","sstart","shh","pperiod",2
"1899","sstart","he","left",2
"1900","shh","pperiod","eend",2
"1901","fire","lord","was",2
"1902","the","melon","lord",2
"1903","sstart","sstart","watch",2
"1904","slice","eexclamation","eend",2
"1905","all","like","ccomma",2
"1906","ccomma","pfoom","ccomma",2
"1907","ccomma","eugh","ccomma",2
"1908","eh","ccomma","eh",2
"1909","it's","not","getting",1
"1910","not","getting","away",1
"1911","getting","away","from",1
"1912","away","from","me",1
"1913","from","me","this",1
"1914","me","this","time",1
"1915","time","pperiod","watch",1
"1916","pperiod","watch","and",1
"1917","watch","and","learn",1
"1918","and","learn","ccomma",1
"1919","learn","ccomma","katara",1
"1920","katara","pperiod","this",1
"1921","how","you","catch",1
"1922","you","catch","a",1
"1923","a","fish","pperiod",1
"1924","fish","pperiod","eend",1
"1925","sstart","shhh","pperiod",1
"1926","shhh","pperiod","katara",1
"1927","katara","ccomma","you're",1
"1928","you're","gonna","scare",1
"1929","gonna","scare","it",1
"1930","scare","it","away",1
"1931","it","away","pperiod",1
"1932","away","pperiod","mmmm",1
"1933","pperiod","mmmm","ppause",1
"1934","mmmm","ppause","i",1
"1935","ppause","i","can",1
"1936","i","can","already",1
"1937","can","already","smell",1
"1938","already","smell","it",1
"1939","smell","it","cookin'",1
"1940","it","cookin'","eexclamation",1
"1941","cookin'","eexclamation","eend",1
"1942","ugh","eexclamation","why",1
"1943","eexclamation","why","is",1
"1944","is","it","that",1
"1945","it","that","every",1
"1946","that","every","time",1
"1947","every","time","you",1
"1948","time","you","play",1
"1949","you","play","with",1
"1950","play","with","magic",1
"1951","with","magic","water",1
"1952","magic","water","i",1
"1953","water","i","get",1
"1954","i","get","soaked",1
"1955","get","soaked","qquestion",1
"1956","soaked","qquestion","eend",1
"1957","yeah","ccomma","yeah",1
"1958","yeah","ccomma","an",1
"1959","ccomma","an","ancient",1
"1960","an","ancient","art",1
"1961","ancient","art","unique",1
"1962","art","unique","to",1
"1963","unique","to","our",1
"1964","to","our","culture",1
"1965","our","culture","ccomma",1
"1966","culture","ccomma","blah",1
"1967","ccomma","blah","blah",1
"1968","blah","blah","blah",1
"1969","blah","blah","pperiod",1
"1970","blah","pperiod","look",1
"1971","just","saying","that",1
"1972","saying","that","if",1
"1973","that","if","i",1
"1974","i","had","weird",1
"1975","had","weird","powers",1
"1976","weird","powers","ccomma",1
"1977","powers","ccomma","i'd",1
"1978","ccomma","i'd","keep",1
"1979","i'd","keep","my",1
"1980","keep","my","weirdness",1
"1981","my","weirdness","to",1
"1982","weirdness","to","myself",1
"1983","to","myself","pperiod",1
"1984","you","don't","like",1
"1985","don't","like","my",1
"1986","like","my","steering",1
"1987","my","steering","pperiod",1
"1988","steering","pperiod","well",1
"1989","pperiod","well","ccomma",1
"1990","well","ccomma","maybe",1
"1991","ccomma","maybe","you",1
"1992","should","have","waterbended",1
"1993","have","waterbended","us",1
"1994","waterbended","us","out",1
"1995","out","of","the",1
"1996","of","the","ice",1
"1997","the","ice","pperiod",1
"1998","i","knew","i",1
"1999","knew","i","should",1
"2000","should","have","left",1
"2001","have","left","you",1
"2002","left","you","home",1
"2003","you","home","pperiod",1
"2004","home","pperiod","leave",1
"2005","pperiod","leave","it",1
"2006","leave","it","to",1
"2007","it","to","a",1
"2008","to","a","girl",1
"2009","a","girl","to",1
"2010","girl","to","screw",1
"2011","to","screw","things",1
"2012","screw","things","up",1
"2013","things","up","pperiod",1
"2014","uh","ppause","katara",1
"2015","ppause","katara","qquestion",1
"2016","katara","eexclamation","settle",1
"2017","eexclamation","settle","down",1
"2018","settle","down","eexclamation",1
"2019","ccomma","you've","gone",1
"2020","you've","gone","from",1
"2021","gone","from","weird",1
"2022","from","weird","to",1
"2023","weird","to","freakish",1
"2024","to","freakish","ccomma",1
"2025","freakish","ccomma","katara",1
"2026","yup","pperiod","congratulations",1
"2027","pperiod","congratulations","pperiod",1
"2028","katara","eexclamation","get",1
"2029","eexclamation","get","back",1
"2030","get","back","here",1
"2031","eexclamation","we","don't",1
"2032","know","what","that",1
"2033","what","that","thing",1
"2034","that","thing","is",1
"2035","thing","is","eexclamation",1
"2036","stop","eexclamation","eend",1
"2037","ahh","eexclamation","eend",1
"2038","sstart","you","tell",1
"2039","tell","us","eexclamation",1
"2040","us","eexclamation","how'd",1
"2041","eexclamation","how'd","you",1
"2042","how'd","you","get",1
"2043","you","get","in",1
"2044","get","in","the",1
"2045","in","the","ice",1
"2046","the","ice","qquestion",1
"2047","ice","qquestion","and",1
"2048","and","why","aren't",1
"2049","why","aren't","you",1
"2050","aren't","you","frozen",1
"2051","you","frozen","qquestion",1
"2052","frozen","qquestion","eend",1
"2053","is","that","thing",1
"2054","thing","qquestion","eend",1
"2055","pperiod","and","this",1
"2056","and","this","is",1
"2057","this","is","katara",1
"2058","is","katara","ccomma",1
"2059","katara","ccomma","my",1
"2060","ccomma","my","flying",1
"2061","my","flying","sister",1
"2062","flying","sister","pperiod",1
"2063","sister","pperiod","eend",1
"2064","sstart","sstart","ewww",1
"2065","sstart","ewww","eexclamation",1
"2066","ewww","eexclamation","aahh",1
"2067","eexclamation","aahh","eexclamation",1
"2068","aahh","eexclamation","eexclamation",1
"2069","eexclamation","eexclamation","eexclamation",1
"2070","don't","answer","that",1
"2071","answer","that","eexclamation",1
"2072","that","eexclamation","did",1
"2073","eexclamation","did","you",1
"2074","did","you","see",1
"2075","you","see","that",1
"2076","see","that","crazy",1
"2077","that","crazy","bolt",1
"2078","crazy","bolt","of",1
"2079","bolt","of","light",1
"2080","of","light","qquestion",1
"2081","light","qquestion","he",1
"2082","he","was","probably",1
"2083","was","probably","trying",1
"2084","probably","trying","to",1
"2085","trying","to","signal",1
"2086","to","signal","the",1
"2087","signal","the","fire",1
"2088","fire","navy","pperiod",1
"2089","navy","pperiod","eend",1
"2090","you","just","sneezed",1
"2091","just","sneezed","ppause",1
"2092","sneezed","ppause","and",1
"2093","ppause","and","flew",1
"2094","and","flew","ten",1
"2095","flew","ten","feet",1
"2096","ten","feet","in",1
"2097","feet","in","the",1
"2098","in","the","air",1
"2099","the","air","pperiod",1
"2100","air","pperiod","eend",1
"2101","sstart","sstart","giant",1
"2102","sstart","giant","light",1
"2103","giant","light","beams",1
"2104","light","beams","ppause",1
"2105","beams","ppause","flying",1
"2106","ppause","flying","bison",1
"2107","flying","bison","ppause",1
"2108","bison","ppause","airbenders",1
"2109","ppause","airbenders","ppause",1
"2110","airbenders","ppause","i",1
"2111","think","i've","got",1
"2112","i've","got","midnight",1
"2113","got","midnight","sun",1
"2114","midnight","sun","madness",1
"2115","sun","madness","pperiod",1
"2116","madness","pperiod","i'm",1
"2117","i'm","going","home",1
"2118","going","home","to",1
"2119","home","to","where",1
"2120","to","where","stuff",1
"2121","where","stuff","makes",1
"2122","stuff","makes","sense",1
"2123","makes","sense","pperiod",1
"2124","sense","pperiod","eend",1
"2125","am","not","getting",1
"2126","not","getting","on",1
"2127","getting","on","that",1
"2128","on","that","fluffy",1
"2129","that","fluffy","snot",1
"2130","fluffy","snot","monster",1
"2131","snot","monster","pperiod",1
"2132","sstart","wow","pperiod",1
"2133","wow","pperiod","that",1
"2134","that","was","truly",1
"2135","was","truly","amazing",1
"2136","truly","amazing","pperiod",1
"2137","amazing","pperiod","eend",1
"2138","sstart","sstart","uuuuugh",1
"2139","sstart","uuuuugh","pperiod",1
"2140","uuuuugh","pperiod","eend",1
"2141","is","this","ccomma",1
"2142","this","ccomma","a",1
"2143","ccomma","a","weapon",1
"2144","a","weapon","qquestion",1
"2145","weapon","qquestion","you",1
"2146","qquestion","you","can't",1
"2147","you","can't","stab",1
"2148","can't","stab","anything",1
"2149","stab","anything","with",1
"2150","anything","with","this",1
"2151","with","this","pperiod",1
"2152","know","ccomma","last",1
"2153","ccomma","last","time",1
"2154","last","time","i",1
"2155","time","i","checked",1
"2156","i","checked","ccomma",1
"2157","checked","ccomma","humans",1
"2158","ccomma","humans","can't",1
"2159","humans","can't","fly",1
"2160","sstart","my","watchtower",1
"2161","my","watchtower","eexclamation",1
"2162","watchtower","eexclamation","eend",1
"2163","great","pperiod","you're",1
"2164","pperiod","you're","an",1
"2165","you're","an","airbender",1
"2166","an","airbender","ccomma",1
"2167","airbender","ccomma","katara's",1
"2168","ccomma","katara's","a",1
"2169","katara's","a","waterbender",1
"2170","waterbender","ccomma","together",1
"2171","ccomma","together","you",1
"2172","together","you","can",1
"2173","you","can","just",1
"2174","can","just","waste",1
"2175","just","waste","time",1
"2176","waste","time","all",1
"2177","time","all","day",1
"2178","all","day","long",1
"2179","day","long","pperiod",1
"2180","sstart","now","men",1
"2181","now","men","ccomma",1
"2182","men","ccomma","it's",1
"2183","it's","important","that",1
"2184","important","that","you",1
"2185","that","you","show",1
"2186","you","show","no",1
"2187","show","no","fear",1
"2188","no","fear","when",1
"2189","fear","when","you",1
"2190","when","you","face",1
"2191","you","face","a",1
"2192","face","a","firebender",1
"2193","a","firebender","pperiod",1
"2194","firebender","pperiod","in",1
"2195","pperiod","in","the",1
"2196","tribe","ccomma","we",1
"2197","ccomma","we","fight",1
"2198","we","fight","to",1
"2199","fight","to","the",1
"2200","to","the","last",1
"2201","the","last","man",1
"2202","last","man","standing",1
"2203","man","standing","pperiod",1
"2204","standing","pperiod","for",1
"2205","pperiod","for","without",1
"2206","for","without","courage",1
"2207","without","courage","ccomma",1
"2208","courage","ccomma","how",1
"2209","how","can","we",1
"2210","can","we","call",1
"2211","we","call","ourselves",1
"2212","call","ourselves","men",1
"2213","ourselves","men","qquestion",1
"2214","men","qquestion","eend",1
"2215","sstart","listen","eexclamation",1
"2216","listen","eexclamation","until",1
"2217","eexclamation","until","your",1
"2218","until","your","fathers",1
"2219","your","fathers","return",1
"2220","fathers","return","from",1
"2221","return","from","the",1
"2222","from","the","war",1
"2223","war","ccomma","they're",1
"2224","ccomma","they're","counting",1
"2225","they're","counting","on",1
"2226","counting","on","you",1
"2227","on","you","to",1
"2228","you","to","be",1
"2229","be","the","men",1
"2230","the","men","of",1
"2231","men","of","this",1
"2232","of","this","tribe",1
"2233","this","tribe","pperiod",1
"2234","tribe","pperiod","and",1
"2235","pperiod","and","that",1
"2236","and","that","means",1
"2237","that","means","no",1
"2238","means","no","potty",1
"2239","potty","breaks","pperiod",1
"2240","okay","ppause","who",1
"2241","ppause","who","else",1
"2242","who","else","has",1
"2243","else","has","to",1
"2244","has","to","go",1
"2245","to","go","qquestion",1
"2246","ugh","eexclamation","katara",1
"2247","katara","ccomma","get",1
"2248","ccomma","get","him",1
"2249","get","him","out",1
"2250","him","out","of",1
"2251","here","pperiod","this",1
"2252","pperiod","this","lesson",1
"2253","this","lesson","is",1
"2254","lesson","is","for",1
"2255","is","for","warriors",1
"2256","for","warriors","only",1
"2257","warriors","only","pperiod",1
"2258","only","pperiod","eend",1
"2259","stop","eexclamation","stop",1
"2260","eexclamation","stop","it",1
"2261","stop","it","right",1
"2262","it","right","now",1
"2263","now","eexclamation","what's",1
"2264","eexclamation","what's","wrong",1
"2265","you","qquestion","we",1
"2266","qquestion","we","don't",1
"2267","don't","have","time",1
"2268","have","time","for",1
"2269","time","for","fun",1
"2270","for","fun","and",1
"2271","fun","and","games",1
"2272","and","games","with",1
"2273","games","with","a",1
"2274","with","a","war",1
"2275","a","war","going",1
"2276","war","going","on",1
"2277","going","on","pperiod",1
"2278","sstart","you're","kidding",1
"2279","you're","kidding","ccomma",1
"2280","sstart","he's","kidding",1
"2281","he's","kidding","ccomma",1
"2282","knew","it","eexclamation",1
"2283","eexclamation","you","signaled",1
"2284","you","signaled","the",1
"2285","signaled","the","fire",1
"2286","fire","navy","with",1
"2287","navy","with","that",1
"2288","with","that","flare",1
"2289","that","flare","eexclamation",1
"2290","flare","eexclamation","you're",1
"2291","eexclamation","you're","leading",1
"2292","you're","leading","them",1
"2293","leading","them","straight",1
"2294","them","straight","to",1
"2295","straight","to","us",1
"2296","to","us","ccomma",1
"2297","us","ccomma","aren't",1
"2298","ccomma","aren't","you",1
"2299","aren't","you","qquestion",1
"2300","aha","eexclamation","the",1
"2301","eexclamation","the","traitor",1
"2302","the","traitor","confesses",1
"2303","traitor","confesses","eexclamation",1
"2304","confesses","eexclamation","warriors",1
"2305","eexclamation","warriors","ccomma",1
"2306","warriors","ccomma","away",1
"2307","ccomma","away","from",1
"2308","from","the","enemy",1
"2309","the","enemy","eexclamation",1
"2310","enemy","eexclamation","the",1
"2311","eexclamation","the","foreigner",1
"2312","the","foreigner","is",1
"2313","foreigner","is","banned",1
"2314","is","banned","from",1
"2315","banned","from","our",1
"2316","from","our","village",1
"2317","our","village","eexclamation",1
"2318","village","eexclamation","eend",1
"2319","no","eexclamation","i'm",1
"2320","eexclamation","i'm","keeping",1
"2321","i'm","keeping","my",1
"2322","keeping","my","promise",1
"2323","my","promise","to",1
"2324","promise","to","dad",1
"2325","to","dad","pperiod",1
"2326","dad","pperiod","i'm",1
"2327","pperiod","i'm","protecting",1
"2328","i'm","protecting","you",1
"2329","protecting","you","from",1
"2330","you","from","threats",1
"2331","from","threats","like",1
"2332","threats","like","him",1
"2333","like","him","eexclamation",1
"2334","sstart","sstart","fun",1
"2335","sstart","fun","qquestion",1
"2336","fun","qquestion","we",1
"2337","we","can't","fight",1
"2338","can't","fight","firebenders",1
"2339","fight","firebenders","with",1
"2340","firebenders","with","fun",1
"2341","with","fun","eexclamation",1
"2342","fun","eexclamation","eend",1
"2343","out","of","our",1
"2344","of","our","village",1
"2345","our","village","pperiod",1
"2346","village","pperiod","now",1
"2347","pperiod","now","eexclamation",1
"2348","think","you're","going",1
"2349","katara","eexclamation","would",1
"2350","eexclamation","would","you",1
"2351","would","you","really",1
"2352","you","really","choose",1
"2353","really","choose","him",1
"2354","choose","him","over",1
"2355","him","over","your",1
"2356","over","your","tribe",1
"2357","your","tribe","qquestion",1
"2358","tribe","qquestion","your",1
"2359","qquestion","your","own",1
"2360","your","own","family",1
"2361","own","family","qquestion",1
"2362","family","qquestion","eend",1
"2363","let's","see","your",1
"2364","see","your","bison",1
"2365","your","bison","fly",1
"2366","bison","fly","now",1
"2367","fly","now","ccomma",1
"2368","now","ccomma","air",1
"2369","ccomma","air","boy",1
"2370","air","boy","pperiod",1
"2371","boy","pperiod","eend",1
"2372","i","thought","so",1
"2373","thought","so","pperiod",1
"2374","so","pperiod","eend",1
"2375","all","right","eexclamation",1
"2376","right","eexclamation","ready",1
"2377","eexclamation","ready","our",1
"2378","ready","our","defenses",1
"2379","our","defenses","eexclamation",1
"2380","defenses","eexclamation","the",1
"2381","eexclamation","the","fire",1
"2382","fire","nation","could",1
"2383","nation","could","be",1
"2384","could","be","on",1
"2385","be","on","our",1
"2386","on","our","shores",1
"2387","our","shores","any",1
"2388","shores","any","moment",1
"2389","any","moment","now",1
"2390","moment","now","eexclamation",1
"2391","sstart","and","no",1
"2392","and","no","potty",1
"2393","potty","breaks","eexclamation",1
"2394","breaks","eexclamation","eend",1
"2395","sstart","oh","man",1
"2396","oh","man","eexclamation",1
"2397","sstart","sstart","ohhh",1
"2398","sstart","ohhh","ccomma",1
"2399","ohhh","ccomma","man",1
"2400","ccomma","man","eexclamation",1
"2401","sstart","hi","ppause",1
"2402","hi","ppause","aang",1
"2403","ppause","aang","pperiod",1
"2404","aang","pperiod","thanks",1
"2405","thanks","for","comin'",1
"2406","for","comin'","pperiod",1
"2407","comin'","pperiod","eend",1
"2408","sstart","no","way",1
"2409","no","way","pperiod",1
"2410","ccomma","i","ddash",1
"2411","i","ddash","eend",1
"2412","are","you","gonna",1
"2413","you","gonna","talk",1
"2414","gonna","talk","all",1
"2415","talk","all","day",1
"2416","all","day","or",1
"2417","day","or","are",1
"2418","or","are","you",1
"2419","are","you","comin'",1
"2420","you","comin'","with",1
"2421","comin'","with","me",1
"2422","sstart","get","in",1
"2423","get","in","pperiod",1
"2424","in","pperiod","we're",1
"2425","to","save","your",1
"2426","save","your","boyfriend",1
"2427","your","boyfriend","pperiod",1
"2428","boyfriend","pperiod","eend",1
"2429","yeah","ppause","okay",1
"2430","ppause","okay","ccomma",1
"2431","okay","ccomma","gran",1
"2432","ccomma","gran","pperiod",1
"2433","you","just","love",1
"2434","just","love","taking",1
"2435","love","taking","me",1
"2436","taking","me","out",1
"2437","of","my","comfort",1
"2438","my","comfort","zone",1
"2439","comfort","zone","ccomma",1
"2440","zone","ccomma","don't",1
"2441","ccomma","don't","ya",1
"2442","don't","ya","qquestion",1
"2443","ya","qquestion","eend",1
"2444","sstart","go","pperiod",1
"2445","go","pperiod","fly",1
"2446","pperiod","fly","pperiod",1
"2447","fly","pperiod","soar",1
"2448","pperiod","soar","pperiod",1
"2449","soar","pperiod","eend",1
"2450","sstart","up","pperiod",1
"2451","up","pperiod","ascend",1
"2452","pperiod","ascend","pperiod",1
"2453","ascend","pperiod","elevate",1
"2454","pperiod","elevate","pperiod",1
"2455","elevate","pperiod","eend",1
"2456","what","was","it",1
"2457","it","that","kid",1
"2458","that","kid","said",1
"2459","kid","said","qquestion",1
"2460","said","qquestion","yee",1
"2461","qquestion","yee","ddash",1
"2462","yee","ddash","ha",1
"2463","ddash","ha","qquestion",1
"2464","ha","qquestion","hup",1
"2465","qquestion","hup","hup",1
"2466","hup","hup","qquestion",1
"2467","hup","qquestion","wahoo",1
"2468","qquestion","wahoo","qquestion",1
"2469","wahoo","qquestion","uh",1
"2470","uh","ppause","yip",1
"2471","ppause","yip","yip",1
"2472","yip","yip","qquestion",1
"2473","yip","qquestion","eend",1
"2474","sstart","he's","flying",1
"2475","flying","eexclamation","he's",1
"2476","eexclamation","he's","flying",1
"2477","flying","eexclamation","katara",1
"2478","katara","ccomma","he's",1
"2479","ccomma","he's","ddash",1
"2480","he's","ddash","eexclamation",1
"2481","ddash","eexclamation","i",1
"2482","eexclamation","i","mean",1
"2483","mean","ccomma","big",1
"2484","ccomma","big","deal",1
"2485","big","deal","ccomma",1
"2486","deal","ccomma","he's",1
"2487","ccomma","he's","flying",1
"2488","he's","flying","pperiod",1
"2489","flying","pperiod","eend",1
"2490","sstart","now","that",1
"2491","now","that","was",1
"2492","that","was","some",1
"2493","was","some","waterbending",1
"2494","some","waterbending","eexclamation",1
"2495","waterbending","eexclamation","eend",1
"2496","ccomma","i","couldn't",1
"2497","i","couldn't","let",1
"2498","couldn't","let","you",1
"2499","let","you","have",1
"2500","you","have","all",1
"2501","have","all","the",1
"2502","all","the","glory",1
"2503","the","glory","pperiod",1
"2504","glory","pperiod","eend",1
"2505","sstart","ha","eexclamation",1
"2506","ha","eexclamation","that's",1
"2507","eexclamation","that's","from",1
"2508","that's","from","the",1
"2509","from","the","water",1
"2510","water","tribe","eexclamation",1
"2511","tribe","eexclamation","eend",1
"2512","a","guy","with",1
"2513","guy","with","a",1
"2514","with","a","boomerang;",1
"2515","a","boomerang;","i",1
"2516","boomerang;","i","didn't",1
"2517","i","didn't","ask",1
"2518","didn't","ask","for",1
"2519","ask","for","all",1
"2520","for","all","this",1
"2521","all","this","flying",1
"2522","this","flying","and",1
"2523","flying","and","magic",1
"2524","and","magic","pperiod",1
"2525","magic","pperiod","eend",1
"2526","eexclamation","yip","yip",1
"2527","sstart","i'd","like",1
"2528","i'd","like","that",1
"2529","that","pperiod","i'd",1
"2530","pperiod","i'd","really",1
"2531","i'd","really","like",1
"2532","really","like","that",1
"2533","sstart","sstart","sleep",1
"2534","sstart","sleep","now",1
"2535","sleep","now","ppause",1
"2536","now","ppause","temple",1
"2537","ppause","temple","later",1
"2538","temple","later","ppause",1
"2539","later","ppause","eend",1
"2540","aaahhh","eexclamation","get",1
"2541","off","eexclamation","get",1
"2542","off","eexclamation","aaahhh",1
"2543","eexclamation","aaahhh","eexclamation",1
"2544","hey","ccomma","stomach",1
"2545","ccomma","stomach","ccomma",1
"2546","stomach","ccomma","be",1
"2547","ccomma","be","quiet",1
"2548","be","quiet","ccomma",1
"2549","quiet","ccomma","all",1
"2550","ccomma","all","right",1
"2551","right","qquestion","i'm",1
"2552","trying","to","find",1
"2553","to","find","us",1
"2554","find","us","some",1
"2555","us","some","food",1
"2556","some","food","pperiod",1
"2557","hey","eexclamation","who",1
"2558","eexclamation","who","ate",1
"2559","who","ate","all",1
"2560","ate","all","my",1
"2561","all","my","blubbered",1
"2562","my","blubbered","seal",1
"2563","blubbered","seal","jerky",1
"2564","seal","jerky","qquestion",1
"2565","jerky","qquestion","eend",1
"2566","what","qquestion","awww",1
"2567","qquestion","awww","ccomma",1
"2568","awww","ccomma","no",1
"2569","ccomma","no","wonder",1
"2570","no","wonder","the",1
"2571","wonder","the","flames",1
"2572","the","flames","smelled",1
"2573","flames","smelled","so",1
"2574","smelled","so","good",1
"2575","so","good","pperiod",1
"2576","so","where","do",1
"2577","where","do","i",1
"2578","do","i","get",1
"2579","i","get","something",1
"2580","just","a","simple",1
"2581","a","simple","guy",1
"2582","simple","guy","with",1
"2583","guy","with","simple",1
"2584","with","simple","needs",1
"2585","simple","needs","pperiod",1
"2586","needs","pperiod","eend",1
"2587","ccomma","this","airball",1
"2588","this","airball","game",1
"2589","airball","game","qquestion",1
"2590","game","qquestion","how",1
"2591","qquestion","how","do",1
"2592","do","you","play",1
"2593","you","play","qquestion",1
"2594","play","qquestion","eend",1
"2595","sstart","sstart","making",1
"2596","sstart","making","him",1
"2597","making","him","feel",1
"2598","him","feel","better",1
"2599","feel","better","is",1
"2600","better","is","putting",1
"2601","is","putting","me",1
"2602","putting","me","in",1
"2603","me","in","a",1
"2604","in","a","world",1
"2605","a","world","of",1
"2606","world","of","hurt",1
"2607","of","hurt","pperiod",1
"2608","hurt","pperiod","eend",1
"2609","katara","ccomma","check",1
"2610","this","out","pperiod",1
"2611","we","should","tell",1
"2612","should","tell","him",1
"2613","tell","him","pperiod",1
"2614","know","ccomma","you",1
"2615","ccomma","you","can't",1
"2616","you","can't","protect",1
"2617","can't","protect","him",1
"2618","protect","him","forever",1
"2619","him","forever","pperiod",1
"2620","katara","ccomma","firebenders",1
"2621","ccomma","firebenders","were",1
"2622","firebenders","were","here",1
"2623","were","here","pperiod",1
"2624","here","pperiod","you",1
"2625","you","can't","pretend",1
"2626","can't","pretend","they",1
"2627","pretend","they","weren't",1
"2628","they","weren't","pperiod",1
"2629","weren't","pperiod","eend",1
"2630","sstart","who's","that",1
"2631","who's","that","qquestion",1
"2632","sstart","and","whoever's",1
"2633","and","whoever's","in",1
"2634","whoever's","in","there",1
"2635","in","there","might",1
"2636","there","might","have",1
"2637","might","have","a",1
"2638","have","a","medley",1
"2639","a","medley","of",1
"2640","medley","of","delicious",1
"2641","of","delicious","ccomma",1
"2642","delicious","ccomma","cured",1
"2643","ccomma","cured","meats",1
"2644","cured","meats","eexclamation",1
"2645","meats","eexclamation","eend",1
"2646","i","don't","suppose",1
"2647","don't","suppose","you",1
"2648","suppose","you","have",1
"2649","have","a","key",1
"2650","a","key","qquestion",1
"2651","key","qquestion","eend",1
"2652","sstart","sstart","statues",1
"2653","sstart","statues","qquestion",1
"2654","statues","qquestion","eexclamation",1
"2655","qquestion","eexclamation","that's",1
"2656","eexclamation","that's","it",1
"2657","it","qquestion","where's",1
"2658","qquestion","where's","the",1
"2659","where's","the","meat",1
"2660","the","meat","qquestion",1
"2661","sstart","sstart","past",1
"2662","sstart","past","lives",1
"2663","past","lives","qquestion",1
"2664","lives","qquestion","katara",1
"2665","qquestion","katara","ccomma",1
"2666","katara","ccomma","you",1
"2667","ccomma","you","really",1
"2668","you","really","believe",1
"2669","really","believe","in",1
"2670","that","stuff","qquestion",1
"2671","stuff","qquestion","eend",1
"2672","sstart","you","were",1
"2673","were","a","firebender",1
"2674","a","firebender","qquestion",1
"2675","firebender","qquestion","no",1
"2676","qquestion","no","wonder",1
"2677","no","wonder","i",1
"2678","wonder","i","didn't",1
"2679","i","didn't","trust",1
"2680","didn't","trust","you",1
