"","w1","w2","w3","N"
"1690","ppause","pperiod","fire",1
"1691","pperiod","fire","eexclamation",1
"1692","fire","eexclamation","eend",1
"1693","sstart","sstart","a",1
"1694","sstart","a","blockade",1
"1695","a","blockade","eexclamation",1
"1696","he's","not","turning",1
"1697","not","turning","around",1
"1698","turning","around","pperiod",1
"1699","around","pperiod","eend",1
"1700","uncle","pperiod","run",1
"1701","pperiod","run","the",1
"1702","run","the","blockade",1
"1703","the","blockade","eexclamation",1
"1704","sstart","do","not",1
"1705","do","not","stop",1
"1706","not","stop","this",1
"1707","stop","this","ship",1
"1708","this","ship","pperiod",1
"1709","sstart","we","can",1
"1710","we","can","make",1
"1711","can","make","it",1
"1712","make","it","eexclamation",1
"1713","sstart","what's","he",1
"1714","what's","he","up",1
"1715","he","up","to",1
"1716","up","to","ccomma",1
"1717","to","ccomma","uncle",1
"1718","uncle","qquestion","why",1
"1719","why","didn't","commander",1
"1720","didn't","commander","zhao",1
"1721","commander","zhao","arrest",1
"1722","zhao","arrest","me",1
"1723","arrest","me","qquestion",1
"1724","sstart","if","zhao",1
"1725","if","zhao","wants",1
"1726","zhao","wants","to",1
"1727","wants","to","follow",1
"1728","to","follow","our",1
"1729","follow","our","trail",1
"1730","our","trail","of",1
"1731","trail","of","smoke",1
"1732","of","smoke","ccomma",1
"1733","smoke","ccomma","then",1
"1734","ccomma","then","that's",1
"1735","then","that's","exactly",1
"1736","that's","exactly","what",1
"1737","exactly","what","i'll",1
"1738","what","i'll","let",1
"1739","i'll","let","him",1
"1740","let","him","do",1
"1741","him","do","pperiod",1
"1742","uncle","ccomma","keep",1
"1743","ccomma","keep","heading",1
"1744","keep","heading","north",1
"1745","heading","north","pperiod",1
"1746","north","pperiod","zhao",1
"1747","pperiod","zhao","will",1
"1748","zhao","will","follow",1
"1749","will","follow","the",1
"1750","follow","the","smoke",1
"1751","the","smoke","trail",1
"1752","smoke","trail","while",1
"1753","trail","while","i",1
"1754","while","i","use",1
"1755","i","use","it",1
"1756","use","it","as",1
"1757","it","as","a",1
"1758","as","a","cover",1
"1759","a","cover","pperiod",1
"1760","cover","pperiod","eend",1
"1761","the","avatar's","coming",1
"1762","avatar's","coming","with",1
"1763","coming","with","me",1
"1764","sstart","close","the",1
"1765","close","the","doors",1
"1766","the","doors","eexclamation",1
"1767","doors","eexclamation","quickly",1
"1768","eexclamation","quickly","eexclamation",1
"1769","quickly","eexclamation","eend",1
"1770","sstart","why","isn't",1
"1771","why","isn't","it",1
"1772","isn't","it","working",1
"1773","it","working","qquestion",1
"1774","working","qquestion","it's",1
"1775","qquestion","it's","sealed",1
"1776","it's","sealed","shut",1
"1777","sealed","shut","eexclamation",1
"1778","shut","eexclamation","eend",1
"1779","did","you","help",1
"1780","you","help","the",1
"1781","help","the","avatar",1
"1782","sstart","you're","too",1
"1783","you're","too","late",1
"1784","too","late","ccomma",1
"1785","late","ccomma","zhao",1
"1786","zhao","pperiod","the",1
"1787","the","avatar's","inside",1
"1788","avatar's","inside","and",1
"1789","inside","and","the",1
"1790","and","the","doors",1
"1791","the","doors","are",1
"1792","doors","are","sealed",1
"1793","are","sealed","pperiod",1
"1794","sealed","pperiod","eend",1
"1795","sstart","someone's","changing",1
"1796","someone's","changing","our",1
"1797","changing","our","course",1
"1798","our","course","eexclamation",1
"1799","sstart","what's","the",1
"1800","what's","the","meaning",1
"1801","the","meaning","of",1
"1802","meaning","of","this",1
"1803","of","this","mutiny",1
"1804","this","mutiny","qquestion",1
"1805","mutiny","qquestion","no",1
"1806","qquestion","no","one",1
"1807","one","told","you",1
"1808","told","you","to",1
"1809","you","to","change",1
"1810","to","change","course",1
"1811","change","course","eexclamation",1
"1812","sstart","is","it",1
"1813","is","it","something",1
"1814","it","something","to",1
"1815","something","to","do",1
"1816","to","do","with",1
"1817","do","with","the",1
"1818","sstart","sstart","lotus",1
"1819","sstart","lotus","tile",1
"1820","sstart","you've","changed",1
"1821","you've","changed","our",1
"1822","changed","our","course",1
"1823","our","course","for",1
"1824","course","for","a",1
"1825","for","a","stupid",1
"1826","a","stupid","lotus",1
"1827","stupid","lotus","tile",1
"1828","sstart","it's","good",1
"1829","it's","good","to",1
"1830","good","to","know",1
"1831","to","know","this",1
"1832","know","this","trip",1
"1833","this","trip","was",1
"1834","trip","was","a",1
"1835","was","a","complete",1
"1836","a","complete","waste",1
"1837","complete","waste","of",1
"1838","of","time","for",1
"1839","time","for","everyone",1
"1840","for","everyone","eexclamation",1
"1841","everyone","eexclamation","eend",1
"1842","sstart","you","bought",1
"1843","you","bought","a",1
"1844","bought","a","sumki",1
"1845","a","sumki","horn",1
"1846","sumki","horn","qquestion",1
"1847","horn","qquestion","eend",1
"1848","sstart","this","monk",1
"1849","this","monk","ccomma",1
"1850","monk","ccomma","did",1
"1851","ccomma","did","he",1
"1852","did","he","have",1
"1853","he","have","an",1
"1854","have","an","arrow",1
"1855","an","arrow","on",1
"1856","arrow","on","his",1
"1857","on","his","head",1
"1858","his","head","qquestion",1
"1859","head","qquestion","eend",1
"1860","don't","need","to",1
"1861","need","to","stop",1
"1862","to","stop","pperiod",1
"1863","stop","pperiod","they",1
"1864","pperiod","they","stole",1
"1865","they","stole","a",1
"1866","stole","a","waterbending",1
"1867","a","waterbending","scroll",1
"1868","waterbending","scroll","ccomma",1
"1869","scroll","ccomma","right",1
"1870","ccomma","right","qquestion",1
"1871","right","qquestion","eend",1
"1872","sstart","then","they'll",1
"1873","then","they'll","be",1
"1874","they'll","be","on",1
"1875","be","on","the",1
"1876","on","the","water",1
"1877","the","water","pperiod",1
"1878","water","pperiod","eend",1
"1879","sstart","i'll","save",1
"1880","i'll","save","you",1
"1881","save","you","from",1
"1882","you","from","the",1
"1883","from","the","pirates",1
"1884","the","pirates","pperiod",1
"1885","pirates","pperiod","eend",1
"1886","he","is","and",1
"1887","is","and","i",1
"1888","i","won't","hurt",1
"1889","won't","hurt","you",1
"1890","hurt","you","or",1
"1891","you","or","your",1
"1892","or","your","brother",1
"1893","your","brother","pperiod",1
"1894","brother","pperiod","eend",1
"1895","sstart","sstart","try",1
"1896","sstart","try","to",1
"1897","try","to","understand",1
"1898","to","understand","ccomma",1
"1899","understand","ccomma","i",1
"1900","to","capture","to",1
"1901","capture","to","restore",1
"1902","to","restore","something",1
"1903","restore","something","i've",1
"1904","something","i've","lost",1
"1905","i've","lost","pperiod",1
"1906","lost","pperiod","my",1
"1907","my","honor","pperiod",1
"1908","honor","pperiod","perhaps",1
"1909","pperiod","perhaps","in",1
"1910","perhaps","in","exchange",1
"1911","in","exchange","i",1
"1912","exchange","i","can",1
"1913","i","can","restore",1
"1914","can","restore","something",1
"1915","restore","something","you've",1
"1916","something","you've","lost",1
"1917","you've","lost","pperiod",1
"1918","lost","pperiod","eend",1
"1919","i","didn't","steal",1
"1920","didn't","steal","it",1
"1921","steal","it","ccomma",1
"1922","it","ccomma","if",1
"1923","ccomma","if","that's",1
"1924","if","that's","what",1
"1925","that's","what","you're",1
"1926","what","you're","wondering",1
"1927","you're","wondering","pperiod",1
"1928","wondering","pperiod","tell",1
"1929","pperiod","tell","me",1
"1930","he","is","pperiod",1
"1931","sstart","i","wonder",1
"1932","wonder","how","much",1
"1933","how","much","money",1
"1934","much","money","this",1
"1935","money","this","is",1
"1936","this","is","worth",1
"1937","is","worth","qquestion",1
"1938","worth","qquestion","pperiod",1
"1939","qquestion","pperiod","a",1
"1940","pperiod","a","lot",1
"1941","a","lot","ccomma",1
"1942","lot","ccomma","apparently",1
"1943","ccomma","apparently","pperiod",1
"1944","apparently","pperiod","now",1
"1945","now","you","help",1
"1946","you","help","me",1
"1947","help","me","find",1
"1948","me","find","what",1
"1949","find","what","i",1
"1950","what","i","want",1
"1951","i","want","ccomma",1
"1952","want","ccomma","you'll",1
"1953","ccomma","you'll","get",1
"1954","you'll","get","this",1
"1955","get","this","back",1
"1956","this","back","and",1
"1957","back","and","everyone",1
"1958","and","everyone","goes",1
"1959","everyone","goes","home",1
"1960","goes","home","happy",1
"1961","home","happy","pperiod",1
"1962","happy","pperiod","search",1
"1963","pperiod","search","the",1
"1964","search","the","woods",1
"1965","the","woods","for",1
"1966","woods","for","the",1
"1967","for","the","boy",1
"1968","the","boy","and",1
"1969","boy","and","meet",1
"1970","and","meet","back",1
"1971","meet","back","here",1
"1972","sstart","nice","work",1
"1973","nice","work","pperiod",1
"1974","me","the","boy",1
"1975","the","boy","pperiod",1
"1976","boy","pperiod","eend",1
"1977","sstart","don't","listen",1
"1978","don't","listen","to",1
"1979","listen","to","him",1
"1980","to","him","eexclamation",1
"1981","him","eexclamation","he's",1
"1982","eexclamation","he's","trying",1
"1983","he's","trying","to",1
"1984","trying","to","turn",1
"1985","to","turn","us",1
"1986","turn","us","against",1
"1987","us","against","each",1
"1988","against","each","other",1
"1989","each","other","pperiod",1
"1990","other","pperiod","eend",1
"1991","sstart","sstart","shut",1
"1992","sstart","shut","your",1
"1993","shut","your","mouth",1
"1994","your","mouth","ccomma",1
"1995","mouth","ccomma","you",1
"1996","ccomma","you","water",1
"1997","you","water","tribe",1
"1998","water","tribe","peasant",1
"1999","tribe","peasant","eexclamation",1
"2000","peasant","eexclamation","eend",1
"2001","sstart","you'll","regret",1
"2002","you'll","regret","breaking",1
"2003","regret","breaking","a",1
"2004","breaking","a","deal",1
"2005","a","deal","with",1
"2006","deal","with","me",1
"2007","time","for","your",1
"2008","for","your","proverbs",1
"2009","your","proverbs","ccomma",1
"2010","proverbs","ccomma","uncle",1
"2011","sstart","sstart","haha",1
"2012","sstart","haha","eexclamation",1
"2013","haha","eexclamation","eend",1
"2014","sstart","hey","eexclamation",1
"2015","hey","eexclamation","that's",1
"2016","eexclamation","that's","my",1
"2017","that's","my","boat",1
"2018","sstart","my","boat",1
"2019","sstart","you're","out",1
"2020","you're","out","of",1
"2021","out","of","your",1
"2022","of","your","mind",1
"2023","your","mind","ccomma",1
"2024","mind","ccomma","uncle",1
"2025","uncle","pperiod","the",1
"2026","pperiod","the","weather's",1
"2027","the","weather's","perfect",1
"2028","weather's","perfect","pperiod",1
"2029","perfect","pperiod","there",1
"2030","pperiod","there","is",1
"2031","there","is","not",1
"2032","is","not","a",1
"2033","not","a","cloud",1
"2034","a","cloud","in",1
"2035","cloud","in","sight",1
"2036","in","sight","pperiod",1
"2037","sight","pperiod","eend",1
"2038","sstart","we","know",1
"2039","we","know","the",1
"2040","know","the","avatar",1
"2041","avatar","is","traveling",1
"2042","is","traveling","northward",1
"2043","traveling","northward","ccomma",1
"2044","northward","ccomma","so",1
"2045","ccomma","so","we",1
"2046","so","we","will",1
"2047","we","will","do",1
"2048","will","do","the",1
"2049","the","same","pperiod",1
"2050","same","pperiod","eend",1
"2051","sstart","the","safety",1
"2052","the","safety","of",1
"2053","safety","of","the",1
"2054","of","the","crew",1
"2055","the","crew","doesn't",1
"2056","crew","doesn't","matter",1
"2057","doesn't","matter","eexclamation",1
"2058","matter","eexclamation","eend",1
"2059","sstart","sstart","finding",1
"2060","sstart","finding","the",1
"2061","avatar","is","far",1
"2062","is","far","more",1
"2063","far","more","important",1
"2064","more","important","than",1
"2065","important","than","any",1
"2066","than","any","individual's",1
"2067","any","individual's","safety",1
"2068","individual's","safety","pperiod",1
"2069","sstart","sstart","lieutenant",1
"2070","sstart","lieutenant","ccomma",1
"2071","lieutenant","ccomma","you'd",1
"2072","ccomma","you'd","better",1
"2073","you'd","better","learn",1
"2074","better","learn","some",1
"2075","learn","some","respect",1
"2076","some","respect","ccomma",1
"2077","respect","ccomma","or",1
"2078","ccomma","or","i",1
"2079","or","i","will",1
"2080","i","will","teach",1
"2081","will","teach","it",1
"2082","teach","it","to",1
"2083","it","to","you",1
"2084","your","help","keeping",1
"2085","help","keeping","order",1
"2086","keeping","order","on",1
"2087","order","on","my",1
"2088","let","me","in",1
"2089","me","in","eexclamation",1
"2090","in","eexclamation","eend",1
"2091","to","go","into",1
"2092","go","into","the",1
"2093","into","the","war",1
"2094","the","war","chamber",1
"2095","war","chamber","ccomma",1
"2096","chamber","ccomma","but",1
"2097","ccomma","but","the",1
"2098","but","the","guard",1
"2099","the","guard","won't",1
"2100","guard","won't","let",1
"2101","won't","let","me",1
"2102","let","me","pass",1
"2103","me","pass","eexclamation",1
"2104","pass","eexclamation","eend",1
"2105","sstart","if","i'm",1
"2106","if","i'm","gonna",1
"2107","i'm","gonna","rule",1
"2108","gonna","rule","this",1
"2109","rule","this","nation",1
"2110","this","nation","one",1
"2111","nation","one","day",1
"2112","one","day","ccomma",1
"2113","day","ccomma","don't",1
"2114","don't","you","think",1
"2115","think","i","need",1
"2116","need","to","start",1
"2117","to","start","learning",1
"2118","start","learning","as",1
"2119","learning","as","much",1
"2120","as","much","as",1
"2121","much","as","i",1
"2122","as","i","can",1
"2123","i","can","qquestion",1
"2124","can","qquestion","eend",1
"2125","thank","you","uncle",1
"2126","you","uncle","eexclamation",1
"2127","sstart","you","can't",1
"2128","you","can't","sacrifice",1
"2129","can't","sacrifice","an",1
"2130","sacrifice","an","entire",1
"2131","an","entire","division",1
"2132","entire","division","like",1
"2133","division","like","that",1
"2134","like","that","eexclamation",1
"2135","that","eexclamation","those",1
"2136","eexclamation","those","soldiers",1
"2137","those","soldiers","love",1
"2138","soldiers","love","and",1
"2139","love","and","defend",1
"2140","and","defend","our",1
"2141","defend","our","nation",1
"2142","our","nation","eexclamation",1
"2143","nation","eexclamation","how",1
"2144","can","you","betray",1
"2145","you","betray","them",1
"2146","betray","them","qquestion",1
"2147","them","qquestion","eend",1
"2148","please","ccomma","father",1
"2149","ccomma","father","ccomma",1
"2150","father","ccomma","i",1
"2151","ccomma","i","only",1
"2152","i","only","had",1
"2153","only","had","the",1
"2154","had","the","fire",1
"2155","fire","nation's","best",1
"2156","nation's","best","interest",1
"2157","best","interest","at",1
"2158","interest","at","heart",1
"2159","at","heart","eexclamation",1
"2160","heart","eexclamation","i'm",1
"2161","eexclamation","i'm","sorry",1
"2162","i'm","sorry","i",1
"2163","sorry","i","spoke",1
"2164","i","spoke","out",1
"2165","spoke","out","of",1
"2166","of","turn","eexclamation",1
"2167","turn","eexclamation","eend",1
"2168","i","meant","you",1
"2169","meant","you","no",1
"2170","you","no","disrespect",1
"2171","no","disrespect","pperiod",1
"2172","disrespect","pperiod","i",1
"2173","i","am","your",1
"2174","am","your","loyal",1
"2175","your","loyal","son",1
"2176","loyal","son","pperiod",1
"2177","son","pperiod","eend",1
"2178","i","won't","fight",1
"2179","won't","fight","you",1
"2180","fight","you","pperiod",1
"2181","sstart","where","were",1
"2182","where","were","we",1
"2183","were","we","hit",1
"2184","we","hit","qquestion",1
"2185","hit","qquestion","eend",1
"2186","sstart","the","helmsman",1
"2187","the","helmsman","eexclamation",1
"2188","helmsman","eexclamation","eend",1
"2189","go","pperiod","we",1
"2190","to","get","this",1
"2191","get","this","ship",1
"2192","this","ship","to",1
"2193","ship","to","safety",1
"2194","to","safety","pperiod",1
"2195","ccomma","i","am",1
"2196","i","am","sorry",1
"2197","am","sorry","pperiod",1
"2198","what","do","they",1
"2199","do","they","want",1
"2200","they","want","qquestion",1
"2201","want","qquestion","eend",1
"2202","i've","got","nothing",1
"2203","got","nothing","to",1
"2204","nothing","to","report",1
"2205","to","report","to",1
"2206","report","to","zhao",1
"2207","to","zhao","pperiod",1
"2208","zhao","pperiod","now",1
"2209","pperiod","now","get",1
"2210","now","get","off",1
"2211","get","off","my",1
"2212","my","ship","and",1
"2213","ship","and","let",1
"2214","and","let","us",1
"2215","let","us","pass",1
"2216","us","pass","pperiod",1
"2217","pass","pperiod","eend",1
"2218","sstart","sstart","off",1
"2219","sstart","off","my",1
"2220","my","ship","eexclamation",1
"2221","ship","eexclamation","eend",1
"2222","don't","care","what",1
"2223","care","what","they",1
"2224","what","they","do",1
"2225","they","do","pperiod",1
"2226","sstart","how","ccomma",1
"2227","how","ccomma","uncle",1
"2228","uncle","qquestion","with",1
"2229","qquestion","with","zhao's",1
"2230","with","zhao's","resources",1
"2231","zhao's","resources","it's",1
"2232","resources","it's","just",1
"2233","it's","just","a",1
"2234","just","a","matter",1
"2235","time","before","he",1
"2236","before","he","captures",1
"2237","he","captures","the",1
"2238","captures","the","avatar",1
"2239","honor","ccomma","my",1
"2240","ccomma","my","throne",1
"2241","my","throne","ccomma",1
"2242","throne","ccomma","my",1
"2243","ccomma","my","country",1
"2244","my","country","ccomma",1
"2245","country","ccomma","i'm",1
"2246","ccomma","i'm","about",1
"2247","i'm","about","to",1
"2248","about","to","lose",1
"2249","to","lose","them",1
"2250","lose","them","all",1
"2251","them","all","pperiod",1
"2252","going","to","bed",1
"2253","to","bed","pperiod",1
"2254","bed","pperiod","no",1
"2255","pperiod","no","disturbances",1
"2256","no","disturbances","pperiod",1
"2257","disturbances","pperiod","eend",1
"2258","sstart","there","are",1
"2259","are","no","stowaways",1
"2260","no","stowaways","on",1
"2261","stowaways","on","my",1
"2262","sstart","he's","paralyzed",1
"2263","he's","paralyzed","pperiod",1
"2264","paralyzed","pperiod","eend",1
"2265","did","you","find",1
"2266","find","him","on",1
"2267","him","on","my",1
"2268","my","ship","qquestion",1
"2269","ship","qquestion","eend",1
"2270","sstart","sstart","out",1
"2271","sstart","out","of",1
"2272","out","of","my",1
"2273","of","my","way",1
"2274","my","way","eexclamation",1
"2275","way","eexclamation","step",1
"2276","eexclamation","step","aside",1
"2277","step","aside","ccomma",1
"2278","aside","ccomma","filth",1
"2279","ccomma","filth","eexclamation",1
"2280","filth","eexclamation","eend",1
"2281","talk","to","you",1
"2282","sstart","your","beast",1
"2283","your","beast","trashed",1
"2284","beast","trashed","my",1
"2285","trashed","my","ship",1
"2286","ship","pperiod","you",1
"2287","have","to","pay",1
"2288","to","pay","me",1
"2289","pay","me","back",1
"2290","sstart","sstart","money",1
"2291","sstart","money","isn't",1
"2292","money","isn't","what",1
"2293","isn't","what","i",1
"2294","i","had","in",1
"2295","had","in","mind",1
"2296","in","mind","pperiod",1
"2297","mind","pperiod","eend",1
"2298","i","need","you",1
"2299","to","find","someone",1
"2300","find","someone","pperiod",1
"2301","it's","not","the",1
"2302","not","the","girl",1
"2303","the","girl","i'm",1
"2304","girl","i'm","after",1
"2305","i'm","after","ccomma",1
"2306","after","ccomma","it's",1
"2307","ccomma","it's","the",1
"2308","it's","the","bald",1
"2309","the","bald","monk",1
"2310","bald","monk","she's",1
"2311","monk","she's","traveling",1
"2312","she's","traveling","with",1
"2313","traveling","with","pperiod",1
"2314","with","pperiod","eend",1
"2315","if","you","find",1
"2316","you","find","them",1
"2317","find","them","ccomma",1
"2318","them","ccomma","i'll",1
"2319","ccomma","i'll","consider",1
"2320","i'll","consider","the",1
"2321","consider","the","damage",1
"2322","the","damage","to",1
"2323","damage","to","my",1
"2324","to","my","ship",1
"2325","my","ship","paid",1
"2326","ship","paid","for",1
"2327","paid","for","pperiod",1
"2328","for","pperiod","eend",1
"2329","sstart","we're","looking",1
"2330","looking","for","someone",1
"2331","for","someone","pperiod",1
"2332","why","are","we",1
"2333","are","we","stopping",1
"2334","we","stopping","qquestion",1
"2335","stopping","qquestion","eend",1
"2336","time","for","this",1
"2337","for","this","eexclamation",1
"2338","this","eexclamation","eend",1
"2339","he","qquestion","where's",1
"2340","qquestion","where's","the",1
"2341","where's","the","avatar",1
"2342","sstart","how","stupid",1
"2343","how","stupid","do",1
"2344","stupid","do","you",1
"2345","think","i","am",1
"2346","to","do","now",1
"2347","do","now","qquestion",1
"2348","sstart","what's","it",1
"2349","what's","it","doing",1
"2350","it","doing","qquestion",1
"2351","doing","qquestion","it's",1
"2352","qquestion","it's","just",1
"2353","it's","just","going",1
"2354","just","going","around",1
"2355","going","around","in",1
"2356","around","in","a",1
"2357","in","a","circle",1
"2358","a","circle","eexclamation",1
"2359","circle","eexclamation","eend",1
"2360","qquestion","i","didn't",1
"2361","i","didn't","see",1
"2362","didn't","see","you",1
"2363","see","you","get",1
"2364","you","get","hit",1
"2365","get","hit","with",1
"2366","hit","with","the",1
"2367","with","the","tongue",1
"2368","the","tongue","pperiod",1
"2369","tongue","pperiod","eend",1
"2370","sstart","for","the",1
"2371","for","the","last",1
"2372","the","last","time",1
"2373","last","time","ccomma",1
"2374","time","ccomma","i'm",1
"2375","i'm","not","playing",1
"2376","not","playing","the",1
"2377","playing","the","sumki",1
"2378","the","sumki","horn",1
"2379","sumki","horn","pperiod",1
"2380","horn","pperiod","eend",1
"2381","sstart","what","eexclamation",1
"2382","what","eexclamation","qquestion",1
"2383","eexclamation","qquestion","eend",1
"2384","pperiod","they're","antiques",1
"2385","they're","antiques","pperiod",1
"2386","antiques","pperiod","just",1
"2387","pperiod","just","decorative",1
"2388","just","decorative","pperiod",1
"2389","decorative","pperiod","eend",1
"2390","sstart","good","riddance",1
"2391","good","riddance","to",1
"2392","riddance","to","those",1
"2393","to","those","traitors",1
"2394","those","traitors","pperiod",1
"2395","traitors","pperiod","eend",1
"2396","uncle","qquestion","uncle",1
"2397","uncle","ccomma","is",1
"2398","ccomma","is","that",1
"2399","is","that","you",1
"2400","that","you","qquestion",1
"2401","you","didn't","have",1
"2402","didn't","have","to",1
"2403","you","ccomma","uncle",1
"2404","sstart","i'm","working",1
"2405","i'm","working","on",1
"2406","working","on","it",1
"2407","on","it","ccomma",1
"2408","it","ccomma","uncle",1
"2409","uncle","pperiod","master",1
"2410","pperiod","master","pakku",1
"2411","master","pakku","and",1
"2412","pakku","and","sokka",1
"2413","and","sokka","ccomma",1
"2414","sokka","ccomma","yue",1
"2415","ccomma","yue","in",1
"2416","yue","in","tow",1
"2417","in","tow","pperiod",1
"2418","tow","pperiod","the",1
"2419","pperiod","the","princess",1
"2420","the","princess","stops",1
"2421","princess","stops","ccomma",1
"2422","stops","ccomma","bringing",1
"2423","ccomma","bringing","sokka",1
"2424","bringing","sokka","to",1
"2425","sokka","to","a",1
"2426","to","a","halt",1
"2427","a","halt","along",1
"2428","halt","along","with",1
"2429","along","with","her",1
"2430","with","her","pperiod",1
"2431","need","your","wisdom",1
"2432","your","wisdom","right",1
"2433","wisdom","right","now",1
"2434","now","ccomma","uncle",1
"2435","don't","have","to",1
"2436","to","say","it",1
"2437","say","it","pperiod",1
"2438","i","know","ccomma",1
"2439","know","ccomma","uncle",1
"2440","uncle","pperiod","we'll",1
"2441","pperiod","we'll","meet",1
"2442","we'll","meet","again",1
"2443","meet","again","ppause",1
"2444","again","ppause","eend",1
"2445","sstart","ppause","after",1
"2446","ppause","after","i",1
"2447","after","i","have",1
"2448","i","have","the",1
"2449","sstart","i'll","be",1
"2450","i'll","be","fine",1
"2451","be","fine","pperiod",1
"2452","where","are","they",1
"2453","are","they","going",1
"2454","they","going","qquestion",1
"2455","going","qquestion","they're",1
"2456","qquestion","they're","coming",1
"2457","they're","coming","up",1
"2458","coming","up","for",1
"2459","up","for","air",1
"2460","for","air","somewhere",1
"2461","air","somewhere","ppause",1
"2462","somewhere","ppause","eend",1
"2463","sstart","sstart","be",1
"2464","sstart","be","quiet",1
"2465","be","quiet","eexclamation",1
"2466","quiet","eexclamation","eend",1
"2467","well","ccomma","aren't",1
"2468","ccomma","aren't","you",1
"2469","aren't","you","a",1
"2470","you","a","big",1
"2471","a","big","girl",1
"2472","big","girl","now",1
"2473","girl","now","qquestion",1
"2474","yes","eexclamation","hand",1
"2475","eexclamation","hand","him",1
"2476","hand","him","over",1
"2477","him","over","ccomma",1
"2478","over","ccomma","and",1
"2479","i","won't","have",1
"2480","won't","have","to",1
"2481","have","to","hurt",1
"2482","i","see","you've",1
"2483","see","you've","learned",1
"2484","you've","learned","a",1
"2485","learned","a","new",1
"2486","a","new","trick",1
"2487","new","trick","pperiod",1
"2488","trick","pperiod","but",1
"2489","but","i","didn't",1
"2490","i","didn't","come",1
"2491","didn't","come","this",1
"2492","come","this","far",1
"2493","this","far","to",1
"2494","far","to","lose",1
"2495","to","lose","to",1
"2496","lose","to","you",1
"2497","sstart","you","little",1
"2498","you","little","peasant",1
"2499","little","peasant","pperiod",1
"2500","peasant","pperiod","you've",1
"2501","pperiod","you've","found",1
"2502","you've","found","a",1
"2503","found","a","master",1
"2504","a","master","ccomma",1
"2505","master","ccomma","haven't",1
"2506","ccomma","haven't","you",1
"2507","haven't","you","qquestion",1
"2508","sstart","you","rise",1
"2509","you","rise","with",1
"2510","with","the","moon",1
"2511","the","moon","pperiod",1
"2512","moon","pperiod","i",1
"2513","pperiod","i","rise",1
"2514","i","rise","with",1
"2515","with","the","sun",1
"2516","the","sun","pperiod",1
"2517","sun","pperiod","eend",1
"2518","sstart","sstart","shelter",1
"2519","sstart","shelter","eexclamation",1
"2520","shelter","eexclamation","eend",1
"2521","sstart","i","finally",1
"2522","i","finally","have",1
"2523","finally","have","you",1
"2524","have","you","pperiod",1
"2525","but","i","can't",1
"2526","i","can't","get",1
"2527","can't","get","you",1
"2528","get","you","home",1
"2529","you","home","because",1
"2530","home","because","of",1
"2531","because","of","this",1
"2532","of","this","blizzard",1
"2533","this","blizzard","pperiod",1
"2534","blizzard","pperiod","there's",1
"2535","pperiod","there's","always",1
"2536","there's","always","something",1
"2537","always","something","pperiod",1
"2538","something","pperiod","not",1
"2539","pperiod","not","that",1
"2540","not","that","you",1
"2541","that","you","would",1
"2542","you","would","understand",1
"2543","would","understand","pperiod",1
"2544","understand","pperiod","you're",1
"2545","pperiod","you're","like",1
"2546","you're","like","my",1
"2547","like","my","sister",1
"2548","my","sister","pperiod",1
"2549","sister","pperiod","everything",1
"2550","pperiod","everything","always",1
"2551","everything","always","ppause",1
"2552","always","ppause","came",1
"2553","ppause","came","easy",1
"2554","came","easy","to",1
"2555","easy","to","her",1
"2556","to","her","pperiod",1
"2557","her","pperiod","she's",1
"2558","pperiod","she's","a",1
"2559","she's","a","firebending",1
"2560","a","firebending","prodigy",1
"2561","firebending","prodigy","ddash",1
"2562","prodigy","ddash","and",1
"2563","ddash","and","everyone",1
"2564","and","everyone","adores",1
"2565","everyone","adores","her",1
"2566","adores","her","pperiod",1
"2567","her","pperiod","my",1
"2568","my","father","says",1
"2569","father","says","she",1
"2570","says","she","was",1
"2571","she","was","born",1
"2572","was","born","lucky",1
"2573","born","lucky","pperiod",1
"2574","lucky","pperiod","he",1
"2575","pperiod","he","says",1
"2576","he","says","i",1
"2577","says","i","was",1
"2578","i","was","lucky",1
"2579","was","lucky","to",1
"2580","lucky","to","be",1
"2581","to","be","born",1
"2582","be","born","pperiod",1
"2583","born","pperiod","i",1
"2584","don't","need","luck",1
"2585","need","luck","though",1
"2586","luck","though","ccomma",1
"2587","though","ccomma","i",1
"2588","don't","want","it",1
"2589","want","it","pperiod",1
"2590","it","pperiod","i've",1
"2591","pperiod","i've","always",1
"2592","i've","always","had",1
"2593","always","had","to",1
"2594","had","to","struggle",1
"2595","to","struggle","and",1
"2596","struggle","and","fight",1
"2597","and","fight","and",1
"2598","fight","and","that's",1
"2599","and","that's","made",1
"2600","that's","made","me",1
"2601","made","me","strong",1
"2602","me","strong","pperiod",1
"2603","strong","pperiod","it's",1
"2604","pperiod","it's","made",1
"2605","it's","made","me",1
"2606","made","me","who",1
"2607","me","who","i",1
"2608","sstart","sstart","guess",1
"2609","sstart","guess","we'll",1
"2610","guess","we'll","be",1
"2611","we'll","be","here",1
"2612","be","here","awhile",1
"2613","here","awhile","pperiod",1
"2614","sstart","sstart","welcome",1
"2615","sstart","welcome","back",1
"2616","welcome","back","pperiod",1
"2617","sstart","that","won't",1
"2618","that","won't","be",1
"2619","won't","be","enough",1
"2620","be","enough","to",1
"2621","enough","to","escape",1
"2622","to","escape","pperiod",1
"2623","escape","pperiod","eend",1
"2624","sstart","here","for",1
"2625","here","for","a",1
"2626","for","a","rematch",1
